R0000100,T0897400,T0897500,T2053900,T2054000,T3024800,T3024900,T3955100,T3955200,T4892800,T4892900
11703,5,4,5,5,5,5,5,4,5,4
11704,5,10,5,10,5,10,5,10,5,10
11705,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11706,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11707,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11708,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11709,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11710,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11711,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11712,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11713,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11714,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11715,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11716,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11717,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11718,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11719,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11720,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11721,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11722,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11723,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11724,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11725,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11726,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11727,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11728,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11729,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11730,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11731,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11732,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11733,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11734,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11735,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11736,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11737,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11738,5,8,5,8,5,8,5,8,5,8
11739,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11740,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11741,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11742,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11743,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11744,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11745,6,0,6,0,6,0,6,0,-5,-5
11746,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11747,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11748,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11749,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11750,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11751,6,1,6,1,6,1,6,1,6,2
11752,5,1,5,1,5,1,5,1,5,1
11753,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11754,5,5,5,5,5,5,5,5,-5,-5
11755,5,10,5,8,5,10,5,10,-5,-5
11756,5,2,5,2,5,2,5,2,5,2
11757,5,2,-5,-5,-5,-5,5,2,-5,-5
11758,5,8,5,8,5,8,-5,-5,5,8
11759,5,9,5,9,5,9,5,9,5,9
11760,5,11,5,11,5,11,5,9,5,11
11761,5,6,5,6,5,6,5,6,5,6
11762,5,9,5,9,5,9,5,9,5,9
11763,5,9,5,8,5,8,-5,-5,-5,-5
11764,5,3,5,2,5,5,5,3,5,1
11765,5,0,5,8,-5,-5,5,0,-5,-5
11766,-5,-5,5,7,5,7,5,7,5,7
11767,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11768,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11769,5,4,5,4,5,4,5,4,5,4
11770,5,10,5,10,5,9,5,10,5,9
11771,-5,-5,5,7,-5,-5,-5,-5,-5,-5
11772,5,4,5,4,5,4,5,4,5,4
11773,4,11,4,11,4,11,-5,-5,4,11
11774,5,7,5,7,5,7,-5,-5,-5,-5
11775,6,0,6,0,6,1,6,0,6,0
11776,5,5,5,6,5,5,5,5,5,5
11777,5,8,5,7,5,8,5,7,5,8
11778,5,6,5,6,5,6,5,6,5,6
11779,5,8,5,8,5,7,5,7,5,7
11780,-5,-5,5,10,-5,-5,-5,-5,-5,-5
11781,5,7,5,7,5,6,5,7,5,7
11782,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11783,5,5,5,5,5,5,5,5,5,5
11784,-5,-5,-5,-5,5,5,-5,-5,-5,-5
11785,5,4,5,4,5,3,5,4,5,4
11786,5,5,5,5,5,5,5,5,5,5
11787,5,7,5,7,5,7,5,7,5,6
11788,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11789,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11790,5,11,5,11,5,11,6,0,5,11
11791,5,10,5,10,5,10,5,10,5,10
11792,5,4,-5,-5,5,4,5,4,5,4
11793,5,8,5,8,5,8,5,8,5,8
11794,5,7,5,6,5,4,5,7,5,6
11795,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11796,6,2,6,2,-5,-5,-5,-5,-5,-5
11797,5,11,5,10,5,10,5,10,5,10
11798,5,3,5,4,5,4,5,3,5,2
11799,6,1,6,1,-5,-5,-5,-5,-5,-5
11800,5,5,5,5,5,6,5,6,5,7
11801,6,1,6,1,6,1,6,1,6,1
11802,5,5,5,5,5,5,5,5,5,5
11803,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11804,5,11,5,10,-5,-5,-5,-5,5,10
11805,5,9,5,9,5,9,5,9,5,9
11806,5,10,5,10,5,10,5,10,5,10
11807,5,7,5,6,5,6,5,6,5,7
11808,5,-4,5,7,5,7,5,7,-5,-5
11809,6,2,6,2,6,2,6,2,6,2
11810,5,7,5,7,5,7,5,7,5,7
11811,5,2,5,3,5,2,5,1,5,1
11812,5,1,5,1,5,2,5,2,5,1
11813,5,0,5,0,5,0,5,0,5,0
11814,5,2,5,1,5,2,5,1,5,1
11815,5,5,5,5,5,5,5,5,5,5
11816,5,8,5,8,5,8,5,8,5,8
11817,5,11,5,10,5,10,-5,-5,5,10
11818,5,3,5,3,5,3,5,3,5,3
11819,5,6,5,6,5,6,5,6,5,6
11820,6,0,6,0,6,0,6,0,6,0
11821,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11822,6,0,6,0,-5,-5,-5,-5,-5,-5
11823,6,0,6,0,6,0,5,11,5,12
11824,5,11,5,11,5,11,5,11,5,11
11825,5,6,5,6,5,6,5,6,5,6
11826,5,4,5,4,5,4,5,4,5,4
11827,5,5,5,6,5,5,5,5,5,5
11828,5,8,5,8,5,8,5,8,5,8
11829,5,11,5,11,5,11,5,10,5,11
11830,5,9,6,0,6,0,-5,-5,-5,-5
11831,5,6,5,6,5,8,5,7,5,6
11832,5,5,5,8,5,6,5,6,-5,-5
11833,5,6,5,7,5,6,5,6,5,5
11834,5,8,5,8,5,8,5,8,-5,-5
11835,5,3,5,3,5,3,5,2,-5,-5
11836,6,0,6,0,6,1,6,0,6,1
11837,6,2,6,2,6,2,6,1,6,3
11838,6,1,6,1,6,1,6,1,6,1
11839,5,5,5,5,5,5,5,5,5,5
11840,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11841,6,0,6,0,6,0,6,0,6,0
11842,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11843,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11844,5,8,5,8,5,8,5,8,5,8
11845,5,3,5,3,5,4,5,3,5,3
11846,5,10,5,10,5,10,5,10,-5,-5
11847,5,6,5,6,5,6,5,6,5,6
11848,5,5,5,6,5,6,-5,-5,-5,-5
11849,4,11,5,2,5,0,5,4,5,0
11850,5,1,5,1,5,1,5,1,5,1
11851,5,1,5,1,-5,-5,-5,-5,-5,-5
11852,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11853,-5,-5,5,3,5,4,5,2,5,3
11854,5,8,-5,-5,5,7,5,7,-5,-5
11855,-1,-1,6,0,6,0,-5,-5,-5,-5
11856,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11857,6,5,6,5,6,5,6,5,6,5
11858,5,9,5,8,5,9,5,8,5,9
11859,5,10,-1,-1,5,11,5,8,-1,-1
11860,6,0,-5,-5,6,0,6,0,-5,-5
11861,5,2,5,3,5,2,5,2,5,2
11862,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11863,6,0,6,0,6,0,6,0,6,0
11864,5,4,5,6,5,4,5,5,5,6
11865,5,9,5,9,5,9,-5,-5,-5,-5
11866,5,5,5,4,5,5,5,5,5,4
11867,5,9,5,8,5,8,5,9,5,9
11868,5,8,5,8,5,8,-5,-5,5,8
11869,5,1,5,0,5,0,5,0,5,0
11870,5,2,5,2,5,2,5,2,5,2
11871,5,0,5,0,5,0,5,0,5,0
11872,6,0,6,0,6,0,-5,-5,-5,-5
11873,5,2,5,1,5,2,5,2,5,2
11874,-5,-5,5,2,5,2,5,2,5,2
11875,5,11,5,11,5,11,5,11,5,11
11876,5,0,5,0,5,0,5,0,5,0
11877,4,11,4,11,4,11,4,11,4,11
11878,5,2,5,2,5,2,5,2,5,2
11879,5,4,5,4,5,4,5,4,5,4
11880,6,0,5,11,6,0,5,11,6,0
11881,5,10,5,10,5,10,5,10,5,10
11882,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11883,5,8,5,8,5,8,5,8,5,8
11884,5,4,5,4,5,3,5,4,5,4
11885,5,2,5,2,5,2,5,2,5,2
11886,5,5,5,5,5,5,5,5,5,5
11887,5,11,5,11,5,11,5,11,5,11
11888,6,0,6,0,5,11,6,0,6,0
11889,5,10,5,10,5,10,5,10,5,10
11890,5,6,5,6,5,6,5,7,5,6
11891,5,4,5,4,5,4,5,4,5,4
11892,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11893,5,8,5,7,5,8,5,7,5,7
11894,5,3,5,3,5,4,5,3,5,3
11895,5,6,5,6,5,6,5,6,5,6
11896,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11897,6,2,6,1,-5,-5,-5,-5,6,2
11898,5,2,5,2,5,2,5,2,5,2
11899,5,6,5,5,5,5,5,5,5,5
11900,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11901,5,2,5,3,5,2,5,2,5,3
11902,5,3,5,3,5,3,5,3,5,3
11903,5,0,5,0,5,0,5,0,5,0
11904,5,4,5,4,5,4,5,4,5,4
11905,5,4,5,3,-5,-5,5,5,5,4
11906,-5,-5,5,5,5,5,5,5,5,5
11907,-5,-5,-5,-5,6,0,-5,-5,-5,-5
11908,5,10,5,11,5,11,5,11,5,11
11909,5,3,5,2,5,3,5,2,5,2
11910,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11911,5,10,5,10,5,10,5,10,5,10
11912,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11913,5,11,5,11,5,11,5,11,5,11
11914,5,6,-5,-5,-5,-5,5,6,5,6
11915,5,5,5,5,5,2,5,5,-5,-5
11916,5,3,5,3,5,3,5,3,5,3
11917,6,2,6,2,6,2,6,2,6,2
11918,5,4,5,3,5,3,5,4,5,3
11919,5,7,5,7,5,7,5,6,5,7
11920,5,11,5,11,5,11,5,11,5,11
11921,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11922,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11923,5,3,5,3,5,3,5,3,5,3
11924,6,2,6,2,6,2,6,2,6,2
11925,5,11,5,11,5,11,5,11,5,11
11926,5,9,5,10,5,10,5,10,5,10
11927,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11928,-5,-5,5,11,5,11,5,11,-5,-5
11929,5,11,5,11,5,11,5,11,5,11
11930,5,3,5,4,5,4,5,3,5,2
11931,5,8,5,9,5,8,5,8,5,9
11932,5,0,5,0,4,9,5,0,5,0
11933,5,4,5,0,5,0,5,0,4,11
11934,5,7,5,7,5,8,5,8,5,7
11935,5,6,5,6,5,7,5,6,5,5
11936,5,10,5,10,5,10,5,10,5,10
11937,6,1,6,2,6,1,6,2,6,1
11938,6,4,6,4,6,4,-5,-5,-5,-5
11939,5,10,5,10,5,9,5,10,5,10
11940,5,3,-5,-5,-5,-5,-5,-5,-5,-5
11941,6,2,6,2,6,2,6,2,6,2
11942,5,11,5,11,5,11,5,11,5,11
11943,5,4,5,4,5,2,5,4,5,4
11944,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11945,5,6,5,6,5,6,5,9,5,8
11946,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11947,5,9,5,9,5,9,5,9,5,9
11948,5,0,5,0,5,1,4,11,4,0
11949,5,1,5,1,5,0,5,0,5,1
11950,5,3,5,3,5,3,5,3,5,3
11951,5,2,5,2,5,2,5,3,5,3
11952,6,1,6,1,6,1,6,1,6,1
11953,5,8,-5,-5,-5,-5,-5,-5,-5,-5
11954,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11955,5,5,5,4,5,5,5,5,5,5
11956,5,11,5,11,5,11,5,10,5,11
11957,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11958,5,3,5,3,-5,-5,5,3,5,3
11959,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11960,5,6,5,6,5,6,5,6,5,6
11961,5,0,5,0,-5,-5,-5,-5,-5,-5
11962,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11963,6,0,-5,-5,6,0,6,0,6,0
11964,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11965,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11966,5,8,5,8,5,8,5,8,5,8
11967,5,3,5,3,5,3,5,3,5,3
11968,-5,-5,-5,-5,5,2,5,4,-5,-5
11969,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11970,5,0,5,1,5,1,5,2,-5,-5
11971,5,11,5,7,5,10,-5,-5,-5,-5
11972,5,7,5,7,5,7,5,7,5,7
11973,5,10,5,10,-5,-5,-5,-5,-5,-5
11974,5,0,5,0,5,0,5,0,5,0
11975,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11976,5,11,6,0,6,2,6,0,6,0
11977,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11978,6,0,6,0,6,0,6,0,6,0
11979,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11980,5,4,5,4,5,4,5,4,5,4
11981,5,6,5,6,5,6,5,7,5,6
11982,5,8,5,5,5,2,5,2,5,6
11983,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11984,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11985,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11986,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11987,5,2,5,2,5,2,5,2,5,2
11988,5,4,5,4,5,3,5,3,5,3
11989,5,6,5,5,5,6,5,5,5,5
11990,5,10,5,10,5,10,5,10,5,10
11991,5,6,5,6,-5,-5,5,6,5,6
11992,-5,-5,6,2,6,2,-5,-5,6,2
11993,5,4,5,3,5,3,5,3,5,3
11994,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11995,-5,-5,5,7,5,7,5,6,5,7
11996,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11997,6,2,6,2,6,2,6,2,6,2
11998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11999,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12000,5,11,5,11,5,11,5,11,5,11
12001,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12002,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12003,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12004,5,4,5,4,5,4,5,4,5,4
12005,5,2,5,2,-5,-5,-5,-5,-5,-5
12006,6,2,6,2,6,2,6,2,6,2
12007,5,9,5,9,5,9,5,9,5,9
12008,5,11,5,11,5,11,5,11,5,11
12009,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12010,6,3,6,3,-5,-5,-5,-5,-5,-5
12011,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12012,5,4,5,5,5,5,5,4,5,4
12013,-5,-5,6,0,6,0,6,0,6,0
12014,6,2,6,2,6,2,6,2,6,2
12015,5,7,5,7,-5,-5,5,7,-5,-5
12016,6,5,6,4,6,5,6,5,6,4
12017,5,7,5,7,-5,-5,-5,-5,-5,-5
12018,5,1,5,0,5,0,5,1,5,1
12019,6,2,6,2,6,2,6,2,6,1
12020,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12021,-5,-5,-5,-5,-5,-5,5,2,5,2
12022,5,5,5,5,5,5,5,5,-5,-5
12023,5,10,5,10,5,10,5,10,5,10
12024,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12025,5,5,5,5,-5,-5,5,5,5,5
12026,-5,-5,5,8,-5,-5,-5,-5,5,8
12027,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12028,-5,-5,-5,-5,5,8,-5,-5,-5,-5
12029,5,4,5,4,5,4,5,4,5,4
12030,-5,-5,5,3,5,4,-5,-5,-5,-5
12031,5,6,5,3,5,6,5,8,5,8
12032,5,4,5,4,5,4,5,4,5,4
12033,-5,-5,5,9,-5,-5,-5,-5,-5,-5
12034,5,2,5,2,5,2,5,2,5,2
12035,5,5,5,6,5,6,5,5,5,5
12036,5,4,5,4,5,4,5,4,-5,-5
12037,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12038,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12039,5,7,5,7,5,7,5,7,5,7
12040,6,0,6,1,6,1,6,1,6,1
12041,5,9,5,8,5,8,5,8,5,8
12042,5,7,5,7,5,7,5,7,5,7
12043,6,0,6,1,-5,-5,6,1,6,0
12044,5,9,5,9,5,8,5,9,5,8
12045,5,8,5,8,5,9,5,9,5,9
12046,5,5,5,4,5,4,5,4,5,4
12047,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12048,5,2,5,-4,5,2,5,2,5,2
12049,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12050,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12051,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12052,5,0,5,2,-5,-5,-5,-5,-5,-5
12053,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12054,5,5,5,5,5,5,5,5,5,5
12055,5,10,5,10,5,10,5,9,-5,-5
12056,6,5,6,6,6,6,-5,-5,-5,-5
12057,5,11,5,11,5,11,5,11,5,11
12058,5,6,5,6,5,6,5,7,5,6
12059,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12060,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12061,5,5,5,4,5,5,5,5,5,5
12062,5,0,5,0,5,0,5,0,5,0
12063,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12064,6,2,6,1,6,2,6,2,6,1
12065,6,2,6,1,6,2,6,1,6,2
12066,5,-4,5,8,5,8,5,8,5,8
12067,-5,-5,5,9,5,8,-5,-5,5,8
12068,5,8,5,8,5,8,5,8,5,8
12069,6,3,6,2,6,3,6,3,6,3
12070,5,4,5,4,5,3,5,3,5,3
12071,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12072,5,10,5,10,5,9,5,8,5,9
12073,5,1,5,1,5,1,5,2,5,3
12074,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12075,5,6,5,6,5,6,5,6,5,6
12076,5,0,5,0,5,0,5,0,5,0
12077,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12078,5,3,5,4,-5,-5,5,4,5,4
12079,-5,-5,-5,-5,-5,-5,5,3,5,3
12080,6,0,6,0,6,0,6,0,6,0
12081,6,0,6,0,6,0,6,0,6,0
12082,5,7,5,7,5,7,5,7,5,8
12083,5,3,5,3,5,2,5,3,5,2
12084,5,11,5,11,5,11,5,10,5,11
12085,5,4,5,7,5,7,5,4,5,4
12086,-5,-5,5,8,5,8,5,8,5,8
12087,5,5,5,5,-5,-5,5,6,5,5
12088,6,0,6,0,6,0,6,0,6,0
12089,5,10,5,10,5,11,5,10,5,10
12090,5,11,5,11,5,11,5,11,5,11
12091,5,9,6,2,6,0,5,11,5,6
12092,5,9,5,-4,5,9,5,9,5,9
12093,6,4,6,3,6,3,6,4,-5,-5
12094,-5,-5,5,6,5,6,-5,-5,5,6
12095,-5,-5,6,3,-5,-5,-5,-5,-5,-5
12096,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12097,5,6,5,6,5,7,5,3,5,6
12098,5,4,5,4,5,4,5,4,5,4
12099,5,8,5,8,5,8,5,7,5,7
12100,-5,-5,5,11,5,11,5,11,-5,-5
12101,5,10,5,10,5,11,5,11,5,11
12102,5,5,5,5,5,5,-5,-5,-5,-5
12103,5,5,5,5,5,5,5,5,5,5
12104,5,6,5,5,5,6,5,6,5,6
12105,6,0,6,0,6,0,6,0,6,0
12106,5,11,5,11,5,11,-5,-5,-5,-5
12107,5,11,-5,-5,5,11,5,11,5,11
12108,5,10,5,10,5,10,5,10,5,10
12109,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12110,-4,2,6,2,6,2,6,2,6,2
12111,6,2,6,2,6,2,6,2,6,2
12112,-5,-5,-5,-5,5,11,5,11,5,11
12113,5,4,5,4,5,4,5,4,5,4
12114,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12115,5,5,5,4,5,4,5,4,5,4
12116,6,0,6,0,6,0,6,0,6,0
12117,5,3,5,3,5,3,-5,-5,5,3
12118,5,7,5,7,5,7,5,7,5,7
12119,5,10,5,10,5,10,5,10,5,10
12120,5,4,5,3,5,3,5,3,5,2
12121,5,6,5,6,5,6,5,5,5,5
12122,5,10,5,10,5,10,5,10,5,11
12123,5,3,5,3,5,3,5,3,5,3
12124,5,10,5,10,5,10,5,10,5,10
12125,6,0,5,11,5,11,6,0,6,0
12126,5,3,5,3,5,3,5,3,5,3
12127,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12128,5,5,5,5,5,5,5,5,5,5
12129,6,2,6,2,6,2,6,2,6,2
12130,5,5,5,4,5,9,5,5,-5,-5
12131,6,0,6,0,-5,-5,-5,-5,-5,-5
12132,5,9,6,1,6,1,6,2,6,0
12133,6,2,6,2,6,2,6,2,6,2
12134,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12135,5,6,5,7,5,8,5,7,5,7
12136,5,6,5,6,5,8,-5,-5,-5,-5
12137,5,3,5,2,5,4,5,4,5,4
12138,5,6,5,6,5,6,5,5,5,4
12139,6,2,6,2,-4,2,-5,-5,6,1
12140,5,2,5,2,5,2,5,2,5,2
12141,5,8,-4,7,5,8,5,7,5,8
12142,5,2,5,2,5,3,5,3,5,2
12143,5,9,5,9,5,9,5,8,5,9
12144,5,11,5,11,5,11,-5,-5,5,11
12145,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12146,5,2,5,2,5,2,5,2,5,2
12147,5,7,-5,-5,-5,-5,5,8,5,7
12148,5,5,5,5,5,5,5,5,5,5
12149,5,0,5,0,5,0,5,0,5,0
12150,5,5,5,5,5,5,5,5,5,5
12151,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12152,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12153,5,4,5,4,5,4,5,6,5,4
12154,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12155,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12156,6,2,6,2,6,2,6,3,6,2
12157,6,1,6,1,-5,-5,6,1,6,1
12158,6,0,6,0,6,0,5,11,5,11
12159,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12160,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12161,-1,-1,5,5,-5,-5,5,5,5,5
12162,5,2,5,2,5,2,5,2,5,2
12163,6,1,6,0,6,1,6,0,6,1
12164,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12165,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12166,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12167,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12168,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12169,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12170,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12171,-5,-5,5,7,-5,-5,5,7,-5,-5
12172,5,2,5,2,5,3,5,2,5,4
12173,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12174,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12175,-5,-5,-5,-5,-5,-5,5,7,5,7
12176,5,0,5,1,5,1,5,1,5,1
12177,5,4,5,3,5,1,5,3,5,2
12178,5,6,5,7,5,6,5,6,5,6
12179,5,8,5,8,5,6,5,7,5,6
12180,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12181,5,2,5,2,5,3,5,3,-5,-5
12182,5,8,-5,-5,-5,-5,-5,-5,5,9
12183,5,9,5,9,5,9,5,9,5,9
12184,5,9,5,9,5,9,5,9,5,9
12185,-5,-5,-1,-1,5,1,-5,-5,5,1
12186,5,11,5,10,5,11,5,10,-5,-5
12187,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12188,5,7,5,7,5,7,5,7,5,7
12189,6,2,6,2,6,4,6,2,6,2
12190,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12191,5,1,5,1,5,1,5,1,5,1
12192,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12193,5,2,5,3,5,3,5,3,5,4
12194,5,5,5,5,5,4,5,5,5,4
12195,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12196,6,1,6,1,6,1,6,1,6,1
12197,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12198,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12199,5,9,5,9,5,9,5,8,5,9
12200,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12201,4,11,4,11,4,11,4,11,4,11
12202,6,1,6,1,-5,-5,-5,-5,-5,-5
12203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12204,5,6,5,6,5,6,5,5,5,6
12205,5,9,5,9,5,9,5,9,5,9
12206,5,10,5,10,5,10,5,10,5,10
12207,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12208,-5,-5,5,3,5,3,-5,-5,5,1
12209,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12210,5,1,5,1,5,1,5,1,5,1
12211,-5,-5,5,5,5,5,5,5,-5,-5
12212,5,9,-5,-5,5,9,-5,-5,-5,-5
12213,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12214,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12215,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12216,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12217,5,7,5,7,5,7,5,7,5,7
12218,6,2,6,2,6,2,6,2,6,2
12219,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12220,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12221,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
12222,5,7,5,7,5,8,5,7,5,8
12223,6,1,6,1,6,1,6,1,6,1
12224,6,3,6,3,6,3,6,3,6,3
